Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,36.6,33.5,39.8,33.5 - 39.8
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,35.7,31.5,40.0,31.5 - 40.0
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,30.1,28.8,31.5,28.8 - 31.5
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,32.3,31.2,33.4,31.2 - 33.4
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,21.6,21.1,22.2,21.1 - 22.2
Symptoms of Anxiety Disorder,By Disability status,United States,With disability,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,54.0,52.1,55.9,52.1 - 55.9
Symptoms of Anxiety Disorder,By Disability status,United States,Without disability,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,23.5,22.9,24.1,22.9 - 24.1
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,32.3,31.6,32.9,31.6 - 32.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,47.2,44.7,49.7,44.7 - 49.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,38.8,37.3,40.4,37.3 - 40.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,33.1,31.7,34.5,31.7 - 34.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,29.9,28.4,31.3,28.4 - 31.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,25.4,23.7,27.1,23.7 - 27.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,18.7,17.3,20.2,17.3 - 20.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,16.8,13.7,20.4,13.7 - 20.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,28.3,27.2,29.4,27.2 - 29.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,36.0,35.2,36.8,35.2 - 36.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Cis-gender male,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,27.8,26.7,28.9,26.7 - 28.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Cis-gender female,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,35.2,34.4,35.9,34.4 - 35.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Transgender,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,75.7,67.3,82.9,67.3 - 82.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,41.0,36.6,45.5,36.6 - 45.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Straight,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,29.5,28.8,30.2,28.8 - 30.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Bisexual,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,58.7,54.6,62.7,54.6 - 62.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,35.9,33.2,38.6,33.2 - 38.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,31.5,30.7,32.3,30.7 - 32.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,32.5,30.1,35.0,30.1 - 35.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,22.6,20.0,25.4,20.0 - 25.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,41.9,38.7,45.1,38.7 - 45.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,40.8,36.7,45.0,36.7 - 45.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,35.1,33.7,36.5,33.7 - 36.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,36.7,35.4,38.0,35.4 - 38.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,24.4,23.9,25.0,23.9 - 25.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,With disability,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,60.4,58.2,62.4,58.2 - 62.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,Without disability,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,27.1,26.4,27.7,26.4 - 27.7
Symptoms of Depressive Disorder,National Estimate,United States,United States,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,21.8,21.1,22.5,21.1 - 22.5
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,32.8,30.5,35.1,30.5 - 35.1
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,25.0,23.9,26.2,23.9 - 26.2
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,22.5,20.9,24.2,20.9 - 24.2
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,21.1,19.5,22.8,19.5 - 22.8
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,17.0,15.8,18.3,15.8 - 18.3
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,12.7,11.1,14.3,11.1 - 14.3
Symptoms of Depressive Disorder,By Age,United States,80 years and above,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,11.0,8.6,13.9,8.6 - 13.9
Symptoms of Depressive Disorder,By Sex,United States,Male,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,20.2,19.2,21.2,19.2 - 21.2
Symptoms of Depressive Disorder,By Sex,United States,Female,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,23.4,22.4,24.4,22.4 - 24.4
Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender male,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,19.8,18.8,20.8,18.8 - 20.8
Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender female,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,22.8,21.8,23.8,21.8 - 23.8
Symptoms of Depressive Disorder,By Gender identity,United States,Transgender,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,57.1,47.2,66.6,47.2 - 66.6
Symptoms of Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,33.1,28.5,37.8,28.5 - 37.8
Symptoms of Depressive Disorder,By Sexual orientation,United States,Straight,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,19.5,18.9,20.2,18.9 - 20.2
Symptoms of Depressive Disorder,By Sexual orientation,United States,Bisexual,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,42.0,38.7,45.3,38.7 - 45.3
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,24.5,22.7,26.5,22.7 - 26.5
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,21.0,20.3,21.8,20.3 - 21.8
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,23.9,21.0,27.0,21.0 - 27.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,14.8,12.8,17.0,12.8 - 17.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,27.3,24.5,30.3,24.5 - 30.3
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,28.0,22.9,33.6,22.9 - 33.6
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,25.5,23.8,27.4,23.8 - 27.4
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,25.3,24.4,26.3,24.4 - 26.3
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,14.6,14.0,15.2,14.0 - 15.2
Symptoms of Depressive Disorder,By Disability status,United States,With disability,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,49.4,47.3,51.6,47.3 - 51.6
Symptoms of Depressive Disorder,By Disability status,United States,Without disability,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,16.3,15.7,16.9,15.7 - 16.9
Symptoms of Anxiety Disorder,National Estimate,United States,United States,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,28.4,27.7,29.1,27.7 - 29.1
Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,41.8,39.2,44.6,39.2 - 44.6
Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,33.5,32.1,34.9,32.1 - 34.9
Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,30.0,28.3,31.8,28.3 - 31.8
Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,28.5,26.8,30.2,26.8 - 30.2
Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,20.9,19.6,22.3,19.6 - 22.3
Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,14.9,13.2,16.6,13.2 - 16.6
Symptoms of Anxiety Disorder,By Age,United States,80 years and above,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,14.6,11.9,17.6,11.9 - 17.6
Symptoms of Anxiety Disorder,By Sex,United States,Male,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,24.0,22.9,25.1,22.9 - 25.1
Symptoms of Anxiety Disorder,By Sex,United States,Female,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,32.5,31.5,33.5,31.5 - 33.5
Symptoms of Anxiety Disorder,By Gender identity,United States,Cis-gender male,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,23.4,22.4,24.5,22.4 - 24.5
Symptoms of Anxiety Disorder,By Gender identity,United States,Cis-gender female,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,32.0,31.0,33.1,31.0 - 33.1
Symptoms of Anxiety Disorder,By Gender identity,United States,Transgender,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,65.5,54.7,75.2,54.7 - 75.2
Symptoms of Anxiety Disorder,By Sexual orientation,United States,Gay or lesbian,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,41.4,37.6,45.3,37.6 - 45.3
Symptoms of Anxiety Disorder,By Sexual orientation,United States,Straight,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,25.5,24.8,26.2,24.8 - 26.2
Symptoms of Anxiety Disorder,By Sexual orientation,United States,Bisexual,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,56.5,52.9,60.0,52.9 - 60.0
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,29.4,27.1,31.8,27.1 - 31.8
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,28.2,27.4,29.0,27.4 - 29.0
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,29.6,27.0,32.3,27.0 - 32.3
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,18.5,16.0,21.3,16.0 - 21.3
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,36.0,32.1,40.0,32.1 - 40.0
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,33.7,28.9,38.7,28.9 - 38.7
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,30.2,28.4,32.0,28.4 - 32.0
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,32.6,31.5,33.7,31.5 - 33.7
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,22.2,21.4,23.1,21.4 - 23.1
Symptoms of Anxiety Disorder,By Disability status,United States,With disability,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,56.4,54.7,58.1,54.7 - 58.1
Symptoms of Anxiety Disorder,By Disability status,United States,Without disability,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,22.8,22.0,23.5,22.0 - 23.5
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,32.8,32.1,33.6,32.1 - 33.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,47.4,44.7,50.2,44.7 - 50.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,38.0,36.6,39.4,36.6 - 39.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,34.0,32.3,35.8,32.3 - 35.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,32.5,30.7,34.3,30.7 - 34.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,25.7,24.3,27.1,24.3 - 27.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,19.0,17.2,20.8,17.2 - 20.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,18.1,15.4,21.0,15.4 - 21.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,28.8,27.8,29.8,27.8 - 29.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,36.7,35.6,37.7,35.6 - 37.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Cis-gender male,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,28.2,27.2,29.3,27.2 - 29.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Cis-gender female,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,36.1,35.0,37.2,35.0 - 37.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Transgender,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,72.2,61.1,81.7,61.1 - 81.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,46.1,42.1,50.1,42.1 - 50.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Straight,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,30.0,29.2,30.7,29.2 - 30.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Bisexual,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,61.2,57.6,64.6,57.6 - 64.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,35.1,32.9,37.4,32.9 - 37.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,32.2,31.4,33.0,31.4 - 33.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,34.4,31.3,37.6,31.3 - 37.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,23.5,20.9,26.3,20.9 - 26.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,41.9,37.7,46.1,37.7 - 46.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,39.6,34.5,44.8,34.5 - 44.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,35.5,33.6,37.6,33.6 - 37.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,37.6,36.5,38.7,36.5 - 38.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,25.3,24.5,26.1,24.5 - 26.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,With disability,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,63.5,61.8,65.3,61.8 - 65.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,Without disability,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,26.7,25.9,27.5,25.9 - 27.5
Symptoms of Depressive Disorder,National Estimate,United States,United States,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,04/10/2023,21.0,20.4,21.7,20.4 - 21.7
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,04/10/2023,32.1,29.8,34.5,29.8 - 34.5
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,04/10/2023,25.4,23.9,27.0,23.9 - 27.0
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,04/10/2023,21.3,19.8,22.8,19.8 - 22.8
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,04/10/2023,20.0,18.6,21.4,18.6 - 21.4
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,04/10/2023,14.9,13.8,16.0,13.8 - 16.0
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,04/10/2023,12.4,10.7,14.3,10.7 - 14.3
Symptoms of Depressive Disorder,By Age,United States,80 years and above,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,04/10/2023,11.4,8.5,15.0,8.5 - 15.0
Symptoms of Depressive Disorder,By Sex,United States,Male,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,04/10/2023,19.9,18.9,20.9,18.9 - 20.9
Symptoms of Depressive Disorder,By Sex,United States,Female,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,04/10/2023,22.0,21.2,22.9,21.2 - 22.9
Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender male,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,04/10/2023,19.6,18.6,20.6,18.6 - 20.6
Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender female,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,04/10/2023,21.4,20.6,22.2,20.6 - 22.2
